Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
297,T.J. McConnell,PG,30,IND,39,0,17.2,2.4,5.2,0.466,0.2,0.5,0.286,2.3,4.7,0.486,0.48,0.6,0.7,0.893,0.6,1.8,2.4,4.3,1,0.1,1.5,1.2,5.7
298,Jaden McDaniels,PF,22,MIN,39,39,30.5,4.5,8.6,0.53,1.2,3,0.381,3.4,5.5,0.611,0.597,1.3,1.7,0.75,1.4,2.4,3.8,1.9,1,1.1,1.5,3.4,11.5
299,Jalen McDaniels,SF,25,CHO,42,14,26.5,4,8.6,0.457,1.2,3.5,0.345,2.7,5.1,0.535,0.528,1.8,2.1,0.862,0.8,4.1,4.9,2.1,1.1,0.6,1.4,2.9,10.9
300,Doug McDermott,SF,31,SAS,37,0,20.5,3.9,8,0.481,1.9,4.5,0.423,1.9,3.5,0.558,0.601,0.8,1,0.737,0.3,2.1,2.4,1.5,0.1,0.2,0.9,1.7,10.4
301,JaVale McGee,C,35,DAL,27,7,8,1.7,2.8,0.618,0,0.1,0.25,1.7,2.7,0.639,0.625,0.5,0.9,0.542,0.6,1.8,2.4,0.3,0.1,0.6,0.8,1.2,4
302,Bryce McGowens,SG,20,CHO,15,0,12.9,1.3,3.2,0.396,0.4,1.1,0.375,0.9,2.1,0.406,0.458,0.8,0.9,0.857,0.2,1,1.2,0.9,0.3,0.3,0.5,0.5,3.7
303,Rodney McGruder,SG,31,DET,17,2,10.8,1.1,2.9,0.38,0.9,2.2,0.405,0.2,0.8,0.308,0.53,0.5,0.6,0.727,0.6,0.9,1.5,0.6,0.3,0,0.4,0.9,3.6
304,Jordan McLaughlin,PG,26,MIN,18,0,15.9,1.6,3.7,0.424,0.4,1.9,0.235,1.1,1.8,0.625,0.485,0.5,0.5,1,0.4,1.3,1.7,3.6,0.8,0.1,0.8,0.4,4.1
305,De'Anthony Melton,PG,24,PHI,37,29,29.8,4.3,10.2,0.424,2.4,6.2,0.395,1.9,4,0.47,0.544,0.6,0.8,0.71,1.1,3.6,4.7,2.9,1.9,0.5,1.6,2.4,11.7
306,Chimezie Metu,C,25,SAC,28,0,10.8,2.1,3.6,0.6,0.2,0.8,0.238,2,2.8,0.696,0.625,0.7,0.8,0.826,0.7,2.5,3.1,0.6,0.3,0.2,0.7,1.3,5.1
307,Khris Middleton,SF,31,MIL,7,7,24.4,3.6,11,0.325,1.6,5.9,0.268,2,5.1,0.389,0.396,2.4,2.7,0.895,0.1,2.4,2.6,4.4,0.6,0.1,1.6,2.6,11.1
308,Patty Mills,PG,34,BRK,25,1,12.2,2,4.2,0.471,1.2,2.9,0.417,0.8,1.3,0.594,0.615,0.6,0.6,0.933,0.2,0.8,1,1.3,0.3,0,0.6,0.5,5.7
309,Shake Milton,SG,26,PHI,36,9,24,4,7.9,0.512,0.8,2.3,0.366,3.2,5.6,0.572,0.565,1.5,1.8,0.833,0.5,2.4,3,3.5,0.4,0.2,1.5,1.8,10.4
310,Josh Minott,SF,20,MIN,7,0,2.3,0.4,0.7,0.6,0,0.1,0,0.4,0.6,0.75,0.6,0.6,0.6,1,0.3,0.4,0.7,0.3,0.1,0.3,0,0.3,1.4
311,Davion Mitchell,PG,24,SAC,39,3,19.3,2.4,5.4,0.452,0.8,2.4,0.316,1.7,2.9,0.565,0.524,0.3,0.4,0.706,0.2,1.3,1.5,2.3,0.6,0.2,1,1.5,5.9
312,Donovan Mitchell,SG,26,CLE,37,37,36.5,10,20.5,0.489,3.9,9.6,0.404,6.2,10.9,0.564,0.584,5.4,6.1,0.881,0.9,3,3.9,4.8,1.5,0.4,3,2.6,29.3
313,Evan Mobley,PF,21,CLE,40,40,34.1,5.8,10.5,0.551,0.2,1.1,0.209,5.6,9.4,0.59,0.562,2.4,3.6,0.676,2.4,6.5,8.8,2.8,0.8,1.3,2,2.8,14.2
314,Isaiah Mobley,PF,23,CLE,8,0,3.3,0.5,1,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0,0,,0.1,1.3,1.4,0,0.1,0,0,0.3,1.1
315,Chima Moneke,SF,27,SAC,2,0,4,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,1,0,1,0,1,0.5,0,0,1,1,1
316,Malik Monk,SG,24,SAC,39,0,23,4.9,11.2,0.437,1.8,5.6,0.317,3.1,5.6,0.557,0.516,2.4,2.7,0.913,0.5,1.9,2.4,3.9,0.6,0.2,1.9,1.6,14
317,Moses Moody,SG,20,GSW,35,3,15.2,1.8,4.1,0.448,0.9,2.5,0.364,0.9,1.6,0.582,0.559,0.7,0.9,0.727,0.4,1.3,1.7,0.9,0.3,0.1,0.7,1,5.3
318,Wendell Moore Jr.,SG,21,MIN,17,2,5.8,0.8,1.7,0.448,0.1,0.7,0.167,0.6,1,0.647,0.483,0.2,0.3,0.8,0.1,0.6,0.8,0.5,0.3,0.2,0.4,0.6,1.9
319,Ja Morant,PG,23,MEM,34,34,32.4,9.8,20.9,0.468,1.7,5.3,0.318,8.1,15.7,0.518,0.508,6.3,8.4,0.751,1.2,4.7,5.9,7.9,1,0.3,3.6,1.7,27.6
320,Marcus Morris,PF,33,LAC,40,40,29.5,4.9,11.2,0.439,2.1,5.6,0.381,2.8,5.6,0.498,0.535,1.3,1.6,0.8,0.5,4.3,4.8,1.7,0.7,0.5,1,2.3,13.2
321,Markieff Morris,PF,33,BRK,19,1,11.4,1.4,3.2,0.443,1,2.1,0.487,0.4,1.2,0.364,0.598,0.3,0.3,1,0.5,1.8,2.3,1,0.3,0.2,0.6,1.2,4.2
322,Monte Morris,PG,27,WAS,37,37,28.5,3.9,8.4,0.466,1.2,3.3,0.374,2.6,5,0.527,0.54,1,1.3,0.776,0.4,2.9,3.3,5.3,0.7,0.2,1,1.4,10.1
323,Trey Murphy III,SF,22,NOP,39,29,28.5,4.2,8.8,0.48,2.2,5.4,0.401,2.1,3.4,0.606,0.603,1.8,1.9,0.921,0.9,3,3.9,1.3,1,0.5,0.8,2.1,12.4
324,Dejounte Murray,SG,26,ATL,36,36,36.5,8,18.1,0.442,1.9,5.5,0.34,6.1,12.6,0.487,0.494,2.2,2.6,0.84,0.7,4.6,5.4,6.1,1.7,0.3,2.4,1.5,20.1
325,Jamal Murray,PG,25,DEN,34,34,31.6,6.8,15.1,0.449,2.1,5.5,0.382,4.7,9.7,0.486,0.517,2.8,3.5,0.797,0.6,3.2,3.9,5.4,0.9,0.2,2,1.4,18.4
326,Keegan Murray,SF,22,SAC,38,36,28.9,4.3,9.8,0.434,2.4,5.9,0.408,1.9,3.9,0.473,0.556,0.9,1.2,0.778,0.9,2.8,3.8,0.9,0.8,0.6,1,2.1,11.8
327,Mike Muscala,C,31,OKC,31,2,14.2,1.9,4.4,0.431,1.1,3,0.376,0.8,1.4,0.545,0.558,0.8,1,0.8,0.5,2.6,3.1,0.9,0.3,0.6,0.3,1.7,5.7
328,Svi Mykhailiuk,SF,25,NYK,12,0,3.3,0.5,1,0.5,0.5,0.8,0.6,0,0.2,0,0.75,0.3,0.4,0.6,0,0.6,0.6,0.1,0.1,0,0.2,0.1,1.8
329,Larry Nance Jr.,PF,30,NOP,32,0,22.7,3.4,5.6,0.615,0.3,0.8,0.385,3.1,4.8,0.654,0.642,0.8,1,0.727,1.7,3.9,5.6,1.8,0.9,0.8,0.8,2.3,7.9
330,Andrew Nembhard,SG,23,IND,37,28,27.3,3.4,7.1,0.473,1.3,3.3,0.398,2,3.8,0.54,0.567,0.5,0.5,0.9,0.5,2.6,3.1,3.7,1,0.2,1.6,2.9,8.5
331,Aaron Nesmith,SF,23,IND,36,24,23.3,3.4,7.7,0.438,1.4,4,0.361,1.9,3.7,0.523,0.533,1.5,1.7,0.887,0.8,3,3.8,1.3,0.8,0.5,0.9,3.3,9.7
332,Raul Neto,PG,30,CLE,28,0,10.5,1.2,2.3,0.524,0.3,1,0.333,0.9,1.3,0.667,0.595,0.5,0.6,0.875,0.2,0.7,0.9,1.4,0.4,0,0.3,0.9,3.2
333,Georges Niang,PF,29,PHI,38,0,20.1,3.2,7.2,0.449,2.3,5.6,0.418,0.9,1.6,0.557,0.611,0.6,0.7,0.92,0.2,2.1,2.4,1.1,0.4,0.2,0.8,2.1,9.4
334,Daishen Nix,PG,20,HOU,33,0,13.7,1.2,3.2,0.362,0.7,2.2,0.338,0.4,1,0.412,0.476,0.5,0.7,0.696,0.3,1.2,1.6,2.5,0.7,0.1,1.3,0.8,3.5
335,Zeke Nnaji,PF,22,DEN,31,2,11.3,1.8,3.1,0.6,0.1,0.7,0.182,1.7,2.4,0.726,0.621,0.6,0.8,0.8,1,0.7,1.7,0.2,0.2,0.3,0.5,1.7,4.5
336,Nerlens Noel,C,28,DET,11,2,11.2,0.9,2.2,0.417,0.1,0.2,0.5,0.8,2,0.409,0.438,0.4,0.5,0.667,0.5,2.5,3,0.5,1.1,0.8,0.5,1.6,2.3
337,Jaylen Nowell,SG,23,MIN,42,1,20.2,4.5,10.4,0.433,1.1,3.9,0.285,3.4,6.5,0.524,0.487,1.2,1.5,0.769,0.7,2.1,2.7,2.2,0.7,0.1,1,1.6,11.3
338,Frank Ntilikina,PG,24,DAL,23,1,12.8,1,2.8,0.338,0.3,1.7,0.211,0.6,1.2,0.519,0.4,0.4,0.7,0.667,0.1,1.4,1.5,1.1,0.3,0.1,0.7,1.5,2.7
339,Kendrick Nunn,PG,27,LAL,33,2,12.5,2.4,6.1,0.386,0.9,2.9,0.313,1.5,3.2,0.453,0.46,0.5,0.5,0.882,0.1,1,1.2,0.8,0.3,0,0.9,0.8,6.1
340,Jusuf Nurkić,C,28,POR,35,35,28.7,5.4,10.2,0.528,0.8,2,0.4,4.6,8.2,0.559,0.567,2.9,4.3,0.675,2.6,7.5,10.1,2.9,0.9,1,2.6,3.7,14.5
341,Jordan Nwora,SF,24,MIL,29,3,16,2,5.2,0.375,1,2.7,0.377,1,2.6,0.373,0.47,1,1.2,0.857,0.7,2.3,3,1,0.3,0.1,1,0.8,6
342,Royce O'Neale,SF,29,BRK,37,37,35.1,3.3,8.2,0.401,2.3,5.6,0.411,1,2.6,0.381,0.541,0.5,0.7,0.654,0.7,4.2,4.9,4.2,0.9,0.8,1.7,3.2,9.4
343,Chuma Okeke,PF,24,ORL,18,7,21.8,1.8,4.8,0.368,1,3.3,0.3,0.8,1.5,0.519,0.471,0.9,1.2,0.762,1.2,3.1,4.2,1.4,0.6,0.5,0.5,1.9,5.4
344,Josh Okogie,SG,24,PHO,37,1,12.4,1.5,3.8,0.403,0.4,1.6,0.241,1.1,2.2,0.519,0.453,1.2,1.6,0.721,1.4,1.6,3,1.1,0.6,0.4,0.8,1.4,4.6
345,Onyeka Okongwu,C,22,ATL,40,13,24.2,3.7,6.1,0.613,0,0.1,0,3.7,6,0.621,0.613,1.6,2.2,0.739,2.7,4.6,7.3,1,0.6,1.2,1,3.2,9.1
346,Isaac Okoro,SG,22,CLE,42,12,18.9,1.8,4.2,0.438,0.5,1.9,0.284,1.3,2.3,0.568,0.503,1,1.3,0.774,0.6,1.8,2.4,0.8,0.6,0.4,0.5,2,5.2
347,KZ Okpala,PF,23,SAC,28,3,7.9,0.6,1.2,0.471,0.3,0.6,0.389,0.3,0.6,0.563,0.574,0.2,0.2,1,0.3,0.9,1.1,0.5,0.2,0.3,0.2,1.4,1.6
348,Victor Oladipo,SG,30,MIA,16,1,27.8,3.8,9.3,0.409,1.6,5,0.325,2.2,4.3,0.507,0.497,2.2,2.8,0.778,0.4,2.6,3.1,3.3,1.8,0.3,1.7,2.8,11.4
349,Kelly Olynyk,PF,31,UTA,39,39,28.5,4,8,0.503,1.5,3.5,0.413,2.6,4.5,0.575,0.595,2.6,3.2,0.831,1.1,3.8,5,3.3,1.1,0.6,2.3,4,12.2
350,Eugene Omoruyi,SF,25,OKC,20,2,12.4,2.1,4.3,0.482,0.4,1.5,0.276,1.7,2.8,0.589,0.529,0.7,1.1,0.619,1,1.4,2.3,0.6,0.7,0,0.7,2.1,5.2
351,Cedi Osman,SF,27,CLE,40,0,23.1,3.6,7.7,0.464,1.5,4.2,0.343,2.1,3.4,0.613,0.559,1.1,1.6,0.646,0.3,2.2,2.5,1.6,0.5,0.1,0.9,1.9,9.6
352,Kelly Oubre Jr.,SF,27,CHO,35,30,32.6,7.5,17.8,0.421,2.3,7.4,0.308,5.2,10.4,0.503,0.486,2.9,4,0.714,1.5,3.6,5.1,1.2,1.6,0.4,1.3,3,20.2
353,Chris Paul,PG,37,PHO,26,26,31.1,4.4,10.3,0.425,1.7,4.2,0.398,2.7,6.2,0.444,0.506,2.7,3.3,0.802,0.5,3.7,4.2,8.3,1.5,0.3,2,2.4,13.1
354,Cameron Payne,PG,28,PHO,28,14,24,4.5,11,0.412,1.7,4.5,0.378,2.8,6.5,0.436,0.49,1.4,1.8,0.776,0.3,2,2.3,5.3,0.9,0.2,2,2,12.1
355,Gary Payton II,PG,30,POR,2,0,14.5,2,2.5,0.8,0.5,0.5,1,1.5,2,0.75,0.9,0,0,,0,2,2,2.5,1.5,0,2,2,4.5
356,Theo Pinson,SG,27,DAL,21,0,4.4,0.3,1.1,0.292,0.2,0.8,0.313,0.1,0.4,0.25,0.396,0.4,0.4,0.889,0.1,1,1.1,0.2,0.1,0,0.1,0.2,1.3
357,Scotty Pippen Jr.,PG,22,LAL,5,0,5.2,0.6,2,0.3,0.2,0.6,0.333,0.4,1.4,0.286,0.35,0.8,1.4,0.571,0.4,0.4,0.8,0.2,0.4,0.2,0.4,0.6,2.2
358,Mason Plumlee,C,32,CHO,42,42,27.9,4.3,6.6,0.655,0,0,,4.3,6.6,0.655,0.655,2.5,4.2,0.599,3.3,6.2,9.5,3.7,0.6,0.7,1.6,3.1,11.2
359,Jakob Poeltl,C,27,SAS,33,33,26.4,5.2,8.2,0.637,0,0,,5.2,8.2,0.637,0.637,1.6,2.8,0.574,3.5,6,9.5,2.9,0.9,1.2,2,2.5,12.1
360,Aleksej Pokusevski,PF,21,OKC,31,25,21.8,3.5,7.8,0.44,1.2,3.3,0.376,2.2,4.6,0.486,0.519,0.7,1.1,0.636,1.5,3.6,5.1,2,0.6,1.3,1.3,1.8,8.8
361,Jordan Poole,SG,23,GSW,41,21,30.1,7,16.4,0.428,2.5,8.1,0.31,4.5,8.3,0.543,0.504,4.2,4.9,0.865,0.4,2.1,2.5,4.5,0.7,0.2,3.5,2.3,20.8
362,Kevin Porter Jr.,PG,22,HOU,40,40,34,6.7,15.4,0.437,2.2,6.4,0.346,4.5,9,0.501,0.509,3.5,4.6,0.766,1.4,4.1,5.5,5.6,1.3,0.4,3.6,2.7,19.2
363,Michael Porter Jr.,SF,24,DEN,27,27,28.9,5.9,12.6,0.468,2.7,6.7,0.406,3.2,5.9,0.538,0.575,1.6,2.1,0.75,1,4.8,5.8,1.2,0.6,0.5,1.2,2.4,16
364,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5
365,Bobby Portis,PF,27,MIL,41,9,26.2,5.9,11.8,0.501,1.1,3.5,0.326,4.8,8.3,0.575,0.549,1.1,1.3,0.815,2.6,7.5,10.1,1.8,0.4,0.2,1.2,1.7,14.1
366,Kristaps Porziņģis,PF,27,WAS,37,37,32.7,7.3,15.4,0.476,1.8,5.3,0.335,5.5,10.1,0.551,0.534,5.5,6.8,0.81,2,7,9,2.4,1,1.5,2.2,2.9,22
367,Micah Potter,PF,24,UTA,3,0,4.7,0.7,0.7,1,0,0,,0.7,0.7,1,1,0,0,,0.3,0.7,1,0.7,0,0,0,0.7,1.3
368,Dwight Powell,C,31,DAL,37,26,17.4,2.2,2.9,0.734,0,0.1,0,2.2,2.9,0.748,0.734,1.6,2.2,0.707,1.9,1.9,3.8,0.6,0.5,0.4,0.8,2.8,5.9
369,Norman Powell,SG,29,LAC,33,5,25.2,5.3,11.2,0.473,1.7,4.2,0.393,3.6,6.9,0.522,0.548,3.3,4.2,0.777,0.3,2.6,2.9,1.7,0.8,0.4,1.8,2,15.5
370,Jason Preston,PG,23,LAC,7,0,9.1,1.1,3,0.381,0.6,1.6,0.364,0.6,1.4,0.4,0.476,0,0.3,0,0.1,1.3,1.4,2,0.1,0,0.6,0.7,2.9
371,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7
372,Taurean Prince,SF,28,MIN,22,0,20.5,3.1,6.2,0.496,1.4,3.3,0.411,1.7,2.9,0.594,0.606,0.9,1.2,0.769,0.3,2,2.4,1.3,0.3,0.2,1.3,2.7,8.5
373,Payton Pritchard,PG,25,BOS,27,1,9.9,1.6,3.9,0.406,0.8,2.3,0.344,0.8,1.7,0.489,0.505,0.3,0.4,0.667,0.4,0.9,1.3,0.9,0.3,0,0.7,0.4,4.3
374,Trevelin Queen,PG,25,IND,2,0,10,0,1.5,0,0,1.5,0,0,0,,0,0,0,,0.5,1,1.5,1,0.5,0.5,1.5,0.5,0
375,Neemias Queta,C,23,SAC,4,0,6.3,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,0,0.5,0,1,1.3,2.3,0.3,0,0.3,0.3,1.8,3
376,Immanuel Quickley,PG,23,NYK,42,8,26.9,4.2,10.1,0.415,1.6,4.9,0.327,2.6,5.3,0.498,0.494,2.1,2.5,0.848,0.6,3.5,4.1,3.4,0.9,0.1,1.2,2.1,12.1
377,Julius Randle,PF,28,NYK,42,42,35.4,8.1,17.7,0.456,2.6,7.8,0.338,5.4,9.9,0.548,0.53,5.4,7.1,0.75,2.1,8.2,10.3,3.8,0.8,0.4,2.7,3.1,24.1
378,Austin Reaves,SG,24,LAL,36,12,28.9,3.4,7.1,0.488,1.3,3.5,0.36,2.2,3.6,0.612,0.577,2.6,2.9,0.896,0.6,2.4,3.1,2.2,0.6,0.4,1.4,1.7,10.8
379,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4
380,Davon Reed,SG,27,DEN,28,1,9.1,0.7,2.2,0.311,0.5,1.3,0.351,0.2,0.9,0.25,0.418,0.5,0.6,0.722,0.3,1.2,1.5,0.6,0.3,0.1,0.5,1,2.3
381,Paul Reed,C,23,PHI,33,0,9.9,1.4,2.4,0.577,0,0.1,0,1.4,2.3,0.6,0.577,0.4,0.5,0.778,1.3,2.1,3.3,0.4,0.8,0.7,0.6,2,3.2
382,Naz Reid,C,23,MIN,34,4,17.5,4.2,7.5,0.557,1,2.6,0.375,3.2,4.9,0.653,0.622,1,1.6,0.636,1.1,3.7,4.8,0.9,0.5,0.9,1.2,2.2,10.4
383,Jared Rhoden,SG,23,DET,1,0,12,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,1,1,0,0,0,0,3,2
384,Nick Richards,C,25,CHO,36,0,17.6,3.2,5.1,0.62,0,0,,3.2,5.1,0.62,0.62,2.1,2.8,0.733,2.7,3.2,5.9,0.6,0.2,0.8,0.8,2.2,8.4
385,Josh Richardson,SG,29,SAS,32,3,23,4,9.2,0.434,1.7,4.8,0.355,2.3,4.4,0.521,0.527,1.3,1.5,0.875,0.6,1.9,2.5,3.2,0.8,0.2,1.6,1.7,11
386,Austin Rivers,SG,30,MIN,32,10,20.6,1.8,4.1,0.454,0.9,2.4,0.385,0.9,1.6,0.558,0.569,0.8,0.9,0.862,0.1,1.6,1.7,1.5,0.6,0.1,0.6,1.7,5.4
387,Duncan Robinson,SF,28,MIA,28,0,17.9,2.3,6.2,0.368,1.6,5,0.331,0.6,1.3,0.514,0.5,0.7,0.8,0.909,0.3,1.7,1.9,1.2,0.3,0,0.7,2,6.9
388,Mitchell Robinson,C,24,NYK,34,33,26.9,3.2,4.6,0.694,0,0,,3.2,4.6,0.694,0.694,1.1,2,0.551,4.3,4.7,9,1,0.9,1.7,0.5,3,7.5
389,Orlando Robinson,C,22,MIA,14,1,15.4,2.2,3.9,0.574,0,0.4,0,2.2,3.5,0.633,0.574,0.8,1,0.786,1.6,2.7,4.3,1,0.6,0.4,0.6,2,5.2
390,Jeremiah Robinson-Earl,PF,22,OKC,26,18,21.1,3.3,6.7,0.489,1.1,2.9,0.382,2.2,3.8,0.571,0.572,0.8,1.1,0.786,2,3,5,1,0.7,0.4,0.6,1.9,8.5
391,Isaiah Roby,PF,24,SAS,31,1,10.7,1.5,3.4,0.438,0.5,1.5,0.311,1,1.9,0.533,0.505,0.4,0.9,0.448,0.4,1.9,2.4,1,0.4,0.2,0.6,1.2,3.8
392,David Roddy,PF,21,MEM,37,1,18.6,2.5,6,0.41,0.9,3.2,0.277,1.6,2.8,0.563,0.484,0.7,1.2,0.581,0.6,2.1,2.7,0.7,0.4,0.3,0.8,1.5,6.5
393,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9
394,Derrick Rose,PG,34,NYK,26,0,12.9,2.3,6,0.394,0.7,2.3,0.317,1.6,3.7,0.442,0.455,0.4,0.5,0.917,0.3,1.2,1.5,1.8,0.3,0.2,0.8,0.7,5.8
395,Terrence Ross,SG,31,ORL,38,9,22.4,3.1,7.2,0.43,1.4,3.8,0.375,1.7,3.4,0.492,0.529,0.4,0.5,0.75,0.3,1.8,2.1,1.3,0.6,0.2,0.9,1.3,8
