,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,All-Star Probability,Conference
284,285,Kenyon Martin Jr.,Frontcourt,22,HOU,27,6,24.0,4.1,7.5,0.542,0.9,2.7,0.319,3.2,4.9,0.664,0.599,1.5,2.3,0.661,1.6,3.6,5.1,1.4,0.4,0.4,1.2,1.7,10.5,1.6001168e-06,West
99,100,Dyson Daniels,Guard,19,NOP,19,5,20.4,2.2,4.3,0.506,0.6,1.5,0.393,1.6,2.8,0.566,0.574,0.8,1.2,0.682,0.6,3.2,3.7,2.5,0.7,0.3,0.7,2.2,5.7,1.569078e-06,West
201,202,Talen Horton-Tucker,Guard,22,UTA,28,1,16.8,2.8,7.1,0.387,0.7,3.0,0.241,2.0,4.1,0.491,0.437,1.1,1.5,0.732,0.5,2.2,2.7,2.5,0.8,0.4,1.3,1.5,7.3,1.5435267e-06,West
370,371,Immanuel Quickley,Guard,23,NYK,28,0,23.6,3.5,8.6,0.404,1.2,3.9,0.312,2.3,4.7,0.481,0.475,1.9,2.3,0.841,0.6,3.6,4.3,3.0,1.0,0.1,1.4,1.9,10.0,1.5392784e-06,East
404,403,Shaedon Sharpe,Guard,19,POR,27,5,20.0,3.4,7.1,0.477,0.9,2.6,0.338,2.5,4.5,0.557,0.539,0.6,0.9,0.6,0.8,1.9,2.6,0.5,0.4,0.2,0.7,1.5,8.3,1.4938162e-06,West
332,333,Jaylen Nowell,Guard,23,MIN,28,0,18.9,4.5,10.4,0.433,1.2,4.0,0.301,3.3,6.4,0.517,0.491,1.3,1.7,0.787,0.8,2.1,2.8,2.1,0.6,0.1,1.0,1.4,11.5,1.4666467e-06,West
242,243,Corey Kispert,Frontcourt,23,WAS,21,14,28.6,3.6,7.2,0.497,1.9,4.4,0.424,1.7,2.8,0.61,0.626,0.8,1.1,0.739,0.7,1.9,2.6,1.7,0.6,0.2,0.7,1.6,9.8,1.4149105e-06,East
165,166,Josh Green,Guard,22,DAL,25,1,20.3,2.4,4.1,0.583,1.0,2.2,0.444,1.4,2.0,0.735,0.699,1.3,1.8,0.711,0.9,1.4,2.3,1.2,0.9,0.0,0.7,2.5,7.0,1.3914104e-06,West
183,184,Isaiah Hartenstein,Frontcourt,24,NYK,28,7,20.7,2.7,4.9,0.543,0.2,0.8,0.261,2.5,4.1,0.6,0.565,0.8,1.0,0.815,3.0,4.0,7.0,0.8,0.8,0.9,0.9,2.6,6.4,1.2759657e-06,East
383,384,Jeremiah Robinson-Earl,Frontcourt,22,OKC,26,18,21.1,3.3,6.7,0.489,1.1,2.9,0.382,2.2,3.8,0.571,0.572,0.8,1.1,0.786,2.0,3.0,5.0,1.0,0.7,0.4,0.6,1.9,8.5,1.2365339e-06,West
126,127,Tari Eason,Frontcourt,21,HOU,27,0,18.6,3.2,7.5,0.431,0.7,2.0,0.358,2.5,5.5,0.456,0.478,1.3,1.6,0.857,2.2,3.1,5.3,0.8,1.3,0.5,0.9,2.1,8.5,1.2163943e-06,West
168,169,Quentin Grimes,Guard,22,NYK,18,13,24.1,2.8,5.9,0.477,1.2,3.5,0.349,1.6,2.4,0.659,0.579,0.6,0.7,0.833,0.8,2.5,3.3,1.7,0.6,0.4,1.0,2.7,7.4,1.1654066e-06,East
255,256,Romeo Langford,Guard,23,SAS,16,5,19.8,2.6,5.4,0.483,0.3,1.5,0.208,2.3,3.9,0.587,0.511,1.0,1.4,0.696,1.6,1.4,3.0,0.9,0.7,0.4,0.8,1.8,6.6,1.154157e-06,West
325,326,Andrew Nembhard,Guard,23,IND,24,15,25.4,3.4,7.2,0.474,1.5,3.7,0.404,1.9,3.5,0.548,0.578,0.5,0.6,0.867,0.4,2.6,3.0,4.0,1.0,0.2,1.4,2.8,8.9,1.1440532e-06,East
287,288,Bennedict Mathurin,Guard,20,IND,29,1,29.0,5.7,13.4,0.421,1.9,5.4,0.359,3.7,8.1,0.462,0.492,4.6,5.7,0.806,1.2,2.9,4.1,1.6,0.6,0.1,1.9,1.9,17.8,1.0765215e-06,East
166,167,AJ Griffin,Frontcourt,19,ATL,25,8,21.1,4.1,9.0,0.453,1.6,4.7,0.347,2.4,4.3,0.57,0.544,0.5,0.6,0.857,0.8,1.3,2.1,0.9,1.0,0.1,0.9,1.2,10.3,1.036051e-06,East
340,341,Onyeka Okongwu,Frontcourt,22,ATL,28,3,21.0,3.3,5.3,0.617,0.0,0.1,0.0,3.3,5.2,0.63,0.617,1.6,2.1,0.733,2.4,4.1,6.5,0.9,0.6,0.7,1.0,3.0,8.1,1.0206171e-06,East
221,222,Jalen Johnson,Frontcourt,21,ATL,27,6,16.2,2.0,4.6,0.447,0.4,1.7,0.217,1.7,2.9,0.584,0.488,0.6,0.9,0.696,0.6,3.0,3.7,1.1,0.6,0.4,0.6,1.9,5.0,1.0070031e-06,East
326,327,Aaron Nesmith,Frontcourt,23,IND,25,14,21.6,2.7,7.0,0.391,1.5,4.0,0.366,1.2,2.9,0.425,0.497,1.1,1.3,0.844,0.6,2.6,3.2,1.1,0.8,0.6,1.0,3.0,8.0,9.718524e-07,East
263,264,Caris LeVert,Guard,28,CLE,25,16,31.0,4.4,11.1,0.396,1.5,4.3,0.352,2.9,6.8,0.424,0.464,2.0,2.6,0.785,0.8,3.4,4.2,4.4,0.7,0.1,1.8,2.2,12.4,9.543685e-07,East
4,5,Santi Aldama,Frontcourt,22,MEM,26,16,24.7,3.6,7.7,0.47,1.3,3.8,0.357,2.3,3.9,0.578,0.558,1.5,2.0,0.745,1.5,4.3,5.8,1.4,0.8,0.9,0.6,2.5,10.0,9.4750436e-07,West
341,342,Isaac Okoro,Guard,22,CLE,29,4,18.4,1.4,3.6,0.398,0.4,1.7,0.245,1.0,1.9,0.537,0.456,0.8,1.0,0.821,0.5,1.6,2.0,0.6,0.6,0.3,0.7,1.9,4.0,9.2441127e-07,East
294,295,Jalen McDaniels,Frontcourt,25,CHO,28,9,27.0,4.0,8.7,0.455,1.3,3.5,0.357,2.7,5.2,0.521,0.527,1.6,1.8,0.882,0.9,3.9,4.8,2.3,1.0,0.5,1.3,3.0,10.8,9.0347714e-07,East
251,252,Jonathan Kuminga,Frontcourt,20,GSW,25,2,17.5,2.8,5.8,0.479,0.6,2.0,0.286,2.2,3.9,0.577,0.527,1.2,1.7,0.698,1.0,2.2,3.2,1.2,0.4,0.5,1.4,2.2,7.4,8.899978e-07,West
117,118,Ayo Dosunmu,Guard,23,CHI,25,21,27.6,4.2,8.0,0.517,1.0,2.9,0.342,3.2,5.1,0.617,0.58,0.9,1.0,0.88,0.6,2.8,3.3,2.8,0.7,0.4,1.5,2.5,10.2,8.8150256e-07,East
416,415,Jeremy Sochan,Frontcourt,19,SAS,22,20,24.4,3.4,7.3,0.463,0.4,2.1,0.174,3.0,5.2,0.579,0.488,0.5,1.0,0.5,1.2,2.8,4.0,2.1,0.9,0.5,1.5,2.5,7.6,8.2419433e-07,West
125,126,Jalen Duren,Frontcourt,19,DET,27,3,22.5,2.8,4.7,0.598,0.0,0.0,0.0,2.8,4.7,0.603,0.598,1.0,1.9,0.51,3.0,4.7,7.7,0.7,0.6,0.9,1.1,2.4,6.6,8.108261e-07,East
109,110,Hamidou Diallo,Guard,24,DET,25,0,15.2,2.4,5.0,0.484,0.1,0.5,0.154,2.3,4.4,0.523,0.492,1.4,2.2,0.636,0.9,1.9,2.8,0.9,0.5,0.2,0.8,2.1,6.3,7.3323054e-07,East
401,400,Collin Sexton,Guard,24,UTA,27,10,24.5,4.9,9.9,0.493,0.9,2.6,0.362,4.0,7.4,0.538,0.539,3.6,4.4,0.831,0.8,1.6,2.4,3.0,0.6,0.1,1.8,2.3,14.3,5.83301e-07,West
15,16,Deni Avdija,Frontcourt,22,WAS,29,26,25.5,2.9,7.0,0.414,0.8,3.0,0.279,2.1,4.0,0.513,0.473,1.1,1.5,0.75,0.9,4.4,5.3,2.7,0.9,0.6,1.4,3.1,7.8,4.6665465e-07,East
311,312,Malik Monk,Guard,24,SAC,27,0,22.9,5.3,11.4,0.463,2.1,5.9,0.35,3.2,5.4,0.585,0.554,2.3,2.5,0.91,0.4,1.9,2.3,3.8,0.7,0.1,2.0,1.6,14.9,3.994129e-07,West
8,9,Jose Alvarado,Guard,24,NOP,27,6,20.7,3.4,7.6,0.454,1.5,4.0,0.38,1.9,3.6,0.536,0.554,1.1,1.4,0.769,0.4,1.8,2.2,3.2,1.3,0.1,1.4,2.2,9.5,3.5793687e-07,West
3,4,Ochai Agbaji,Guard,22,UTA,12,0,9.0,1.2,2.7,0.438,0.3,1.2,0.286,0.8,1.5,0.556,0.5,0.3,0.6,0.571,0.5,0.8,1.3,0.1,0.1,0.0,0.0,1.0,3.0,,West
5,6,Nickeil Alexander-Walker,Guard,24,UTA,19,2,14.6,2.4,5.0,0.484,1.2,2.7,0.442,1.2,2.3,0.535,0.605,0.7,1.0,0.737,0.3,1.4,1.6,2.0,0.6,0.4,1.3,1.6,6.8,,West
11,12,Thanasis Antetokounmpo,Frontcourt,30,MIL,13,0,3.6,0.2,0.4,0.4,0.0,0.1,0.0,0.2,0.3,0.5,0.4,0.0,0.0,,0.2,0.7,0.8,0.2,0.0,0.2,0.4,0.2,0.3,,East
14,15,Ryan Arcidiacono,Guard,28,NYK,6,0,2.7,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.2,0.3,0.0,,East
17,18,Udoka Azubuike,Frontcourt,23,UTA,10,0,3.9,0.7,0.8,0.875,0.0,0.0,,0.7,0.8,0.875,0.875,0.2,0.6,0.333,0.5,1.2,1.7,0.3,0.2,0.3,0.2,0.3,1.6,,West
19,20,Patrick Baldwin Jr.,Frontcourt,20,GSW,5,0,6.4,1.2,2.6,0.462,0.8,2.2,0.364,0.4,0.4,1.0,0.615,0.0,0.0,,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.0,3.2,,West
24,25,Dalano Banton,Guard,23,TOR,21,2,10.0,2.0,4.7,0.429,0.6,2.0,0.31,1.4,2.7,0.518,0.495,0.7,0.8,0.875,0.4,1.1,1.5,1.1,0.6,0.6,0.6,1.1,5.3,,East
25,26,Dominick Barlow,Frontcourt,19,SAS,4,0,6.5,0.8,1.8,0.429,0.0,0.8,0.0,0.8,1.0,0.75,0.429,1.0,1.0,1.0,0.5,0.3,0.8,0.8,0.3,0.0,0.0,0.8,2.5,,West
36,37,MarJon Beauchamp,Frontcourt,22,MIL,16,6,14.8,1.9,5.1,0.378,0.8,2.6,0.31,1.1,2.5,0.45,0.457,0.4,0.6,0.7,1.0,1.9,2.9,0.4,0.4,0.1,1.2,1.7,5.1,,East
37,38,Dāvis Bertāns,Frontcourt,30,DAL,11,0,7.5,1.0,2.8,0.355,0.8,2.3,0.36,0.2,0.5,0.333,0.5,0.5,0.5,0.833,0.2,0.5,0.7,0.4,0.1,0.0,0.3,1.2,3.3,,West
40,41,Khem Birch,Frontcourt,30,TOR,16,0,7.7,1.1,1.8,0.607,0.1,0.1,0.5,1.0,1.6,0.615,0.625,0.3,0.3,0.8,0.5,0.6,1.1,0.3,0.3,0.3,0.3,1.3,2.4,,East
41,42,Goga Bitadze,Frontcourt,23,IND,16,0,9.9,1.4,2.6,0.548,0.2,0.8,0.25,1.3,1.9,0.667,0.583,0.6,1.1,0.5,1.0,1.3,2.3,1.0,0.4,0.6,0.6,1.8,3.6,,East
42,43,Bismack Biyombo,Frontcourt,30,PHO,22,2,12.3,1.4,2.6,0.544,0.0,0.0,,1.4,2.6,0.544,0.544,0.4,1.0,0.409,1.0,2.4,3.4,0.8,0.3,1.5,1.0,1.8,3.2,,West
43,44,Buddy Boeheim,Guard,23,DET,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,East
47,48,Leandro Bolmaro,Guard,22,UTA,6,0,7.0,0.3,1.5,0.222,0.0,0.3,0.0,0.3,1.2,0.286,0.222,0.0,0.0,,0.2,0.2,0.3,1.0,0.3,0.2,0.5,0.7,0.7,,West
49,50,Brandon Boston Jr.,Guard,21,LAC,11,0,8.5,1.6,4.3,0.383,0.7,1.4,0.533,0.9,2.9,0.313,0.468,0.6,0.8,0.778,0.3,0.7,1.0,0.5,0.2,0.0,0.4,0.5,4.6,,West
52,53,Tony Bradley,Frontcourt,25,CHI,7,0,2.7,0.4,0.7,0.6,0.3,0.4,0.667,0.1,0.3,0.5,0.8,0.3,0.3,1.0,0.1,0.9,1.0,0.1,0.1,0.0,0.1,0.1,1.4,,East
54,55,Christian Braun,Guard,21,DEN,25,0,14.1,1.3,3.0,0.446,0.3,0.9,0.348,1.0,2.0,0.49,0.5,0.4,0.7,0.556,0.6,1.4,2.1,0.6,0.3,0.2,0.3,1.1,3.4,,West
60,61,Greg Brown III,Frontcourt,21,POR,7,0,7.1,1.0,2.1,0.467,0.1,0.7,0.2,0.9,1.4,0.6,0.5,0.3,1.1,0.25,0.1,0.9,1.0,0.0,0.4,0.6,0.4,1.0,2.4,,West
62,63,Kendall Brown,Guard,19,IND,6,0,6.7,0.7,1.2,0.571,0.0,0.2,0.0,0.7,1.0,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,,East
63,64,Moses Brown,Frontcourt,23,LAC,22,0,6.1,1.5,2.2,0.653,0.0,0.0,,1.5,2.2,0.653,0.653,1.0,2.0,0.488,1.1,1.6,2.7,0.1,0.0,0.4,0.2,0.9,3.9,,West
66,67,Thomas Bryant,Frontcourt,25,LAL,13,2,14.5,3.2,4.5,0.695,0.2,0.8,0.3,2.9,3.8,0.776,0.72,2.0,2.8,0.722,1.1,3.0,4.1,0.6,0.2,0.7,0.4,1.4,8.5,,West
70,71,John Butler,Frontcourt,20,POR,4,0,3.8,0.3,0.8,0.333,0.0,0.5,0.0,0.3,0.3,1.0,0.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5,,West
71,72,Jamal Cain,Frontcourt,23,MIA,8,0,11.6,1.9,3.5,0.536,0.1,0.8,0.167,1.8,2.8,0.636,0.554,0.5,0.8,0.667,0.9,1.5,2.4,0.6,0.6,0.0,0.3,1.3,4.4,,East
73,74,Facundo Campazzo,Guard,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.3,0.0,0.346,0.1,0.3,0.5,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,,West
74,75,Vlatko Čančar,Frontcourt,25,DEN,18,0,11.4,1.7,3.6,0.462,0.8,1.9,0.412,0.9,1.7,0.516,0.569,0.3,0.4,0.857,0.3,1.3,1.6,0.9,0.4,0.2,0.6,1.3,4.4,,West
76,77,Vernon Carey Jr.,Frontcourt,21,WAS,3,0,1.7,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.7,0.0,,East
80,81,Julian Champagnie,Frontcourt,21,PHI,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,East
81,82,Justin Champagnie,Frontcourt,21,TOR,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,,East
82,83,Kennedy Chandler,Guard,20,MEM,11,0,11.7,1.5,3.9,0.372,0.2,1.1,0.167,1.3,2.8,0.452,0.395,0.3,0.6,0.429,0.2,1.6,1.8,2.5,0.6,0.4,1.1,0.5,3.4,,West
83,84,Max Christie,Guard,19,LAL,11,0,11.4,1.0,2.5,0.393,0.7,1.7,0.421,0.3,0.8,0.333,0.536,0.3,0.4,0.75,0.1,2.2,2.3,0.5,0.3,0.0,0.3,0.5,3.0,,West
84,85,Josh Christopher,Guard,21,HOU,18,0,7.0,1.2,2.8,0.44,0.2,0.8,0.214,1.1,2.0,0.528,0.47,0.3,0.3,0.833,0.3,0.8,1.1,0.6,0.3,0.1,0.7,0.7,2.9,,West
88,89,Amir Coffey,Guard,25,LAC,24,6,14.1,1.1,3.0,0.366,0.2,0.8,0.2,0.9,2.1,0.431,0.394,1.3,1.6,0.795,0.4,0.7,1.1,1.3,0.3,0.1,0.5,1.2,3.6,,West
95,96,Jarrett Culver,Guard,23,ATL,9,1,14.9,1.9,4.6,0.415,0.1,1.3,0.083,1.8,3.2,0.552,0.427,1.0,1.4,0.692,1.1,3.1,4.2,0.7,0.7,0.2,0.8,1.6,4.9,,East
101,102,Johnny Davis,Guard,20,WAS,8,0,5.6,0.4,1.4,0.273,0.0,0.3,0.0,0.4,1.1,0.333,0.273,0.4,0.4,1.0,0.1,0.5,0.6,0.3,0.0,0.1,0.1,1.5,1.1,,East
102,103,Terence Davis,Guard,25,SAC,23,2,13.6,2.7,6.0,0.445,1.5,4.0,0.385,1.1,2.0,0.565,0.573,0.6,0.7,0.875,0.5,2.4,3.0,1.4,0.7,0.3,1.0,2.0,7.4,,West
103,104,JD Davison,Guard,20,BOS,3,0,2.7,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.25,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.7,,East
104,105,Dewayne Dedmon,Frontcourt,33,MIA,24,0,12.5,2.5,4.9,0.513,0.5,1.4,0.324,2.0,3.5,0.59,0.56,1.2,1.6,0.737,1.0,2.8,3.8,0.6,0.2,0.5,0.6,2.1,6.6,,East
105,106,Matthew Dellavedova,Guard,32,SAC,12,0,7.4,0.6,1.8,0.333,0.3,0.7,0.375,0.3,1.1,0.308,0.405,0.1,0.3,0.333,0.1,0.3,0.4,1.6,0.5,0.0,0.5,0.8,1.5,,West
107,108,Moussa Diabaté,Frontcourt,21,LAC,6,0,9.5,1.3,2.2,0.615,0.0,0.0,,1.3,2.2,0.615,0.615,1.2,1.3,0.875,2.0,1.7,3.7,0.2,0.3,0.2,0.5,0.8,3.8,,West
108,109,Mamadi Diakite,Frontcourt,26,CLE,11,2,7.5,0.9,1.9,0.476,0.4,1.1,0.333,0.5,0.8,0.667,0.571,0.0,0.0,,0.3,0.7,1.0,0.2,0.2,0.5,0.5,1.0,2.2,,East
110,111,Gorgui Dieng,Frontcourt,33,SAS,12,1,11.8,1.5,3.7,0.409,0.8,2.6,0.29,0.8,1.1,0.692,0.511,0.3,0.3,0.75,1.0,2.3,3.3,1.8,0.1,0.4,1.0,1.8,4.0,,West
115,116,Tyler Dorsey,Guard,26,DAL,2,0,3.5,2.0,2.5,0.8,0.5,1.0,0.5,1.5,1.5,1.0,0.9,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4.5,,West
118,119,Devon Dotson,Guard,23,WAS,5,0,10.0,0.2,1.8,0.111,0.2,0.6,0.333,0.0,1.2,0.0,0.167,0.0,0.0,,1.2,0.8,2.0,1.4,0.8,0.0,0.6,1.8,0.6,,East
119,120,Jeff Dowtin,Guard,25,TOR,9,0,7.4,1.0,2.0,0.5,0.1,0.4,0.25,0.9,1.6,0.571,0.528,0.1,0.1,1.0,0.4,0.7,1.1,0.9,0.0,0.1,0.1,0.4,2.2,,East
121,122,Andre Drummond,Frontcourt,29,CHI,21,0,14.1,2.9,5.1,0.561,0.0,0.1,0.0,2.9,5.0,0.571,0.561,1.0,1.6,0.588,2.4,4.9,7.2,0.9,0.7,0.4,1.2,2.0,6.7,,East
123,124,David Duke Jr.,Guard,23,BRK,14,0,9.0,1.4,3.1,0.442,0.0,0.4,0.0,1.4,2.6,0.514,0.442,0.3,0.6,0.5,0.4,0.6,1.1,0.9,0.4,0.1,0.9,1.6,3.0,,East
128,129,Kessler Edwards,Frontcourt,22,BRK,13,1,5.7,0.5,1.7,0.273,0.2,0.8,0.182,0.3,0.8,0.364,0.318,0.1,0.2,0.5,0.5,0.6,1.1,0.2,0.2,0.1,0.3,0.2,1.2,,East
129,130,Keon Ellis,Guard,23,SAC,3,0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,0.0,,West
132,133,Bruno Fernando,Frontcourt,24,HOU,10,3,12.8,2.1,3.4,0.618,0.0,0.1,0.0,2.1,3.3,0.636,0.618,0.8,1.2,0.667,1.8,2.7,4.5,1.3,0.4,0.9,0.6,2.3,5.0,,West
134,135,Malachi Flynn,Guard,24,TOR,16,1,10.9,2.0,4.6,0.432,1.1,2.3,0.486,0.9,2.3,0.378,0.554,0.6,0.7,0.909,0.2,1.0,1.2,1.1,0.4,0.1,0.6,1.6,5.8,,East
135,136,Simone Fontecchio,Frontcourt,27,UTA,16,0,9.6,1.6,3.7,0.424,1.1,2.6,0.415,0.5,1.1,0.444,0.568,0.6,0.9,0.643,0.6,0.8,1.3,0.4,0.1,0.3,0.6,0.9,4.8,,West
136,137,Bryn Forbes,Guard,29,MIN,14,0,10.2,1.1,3.6,0.32,0.4,1.9,0.222,0.7,1.6,0.435,0.38,0.5,0.5,1.0,0.2,0.2,0.4,0.7,0.5,0.0,0.4,0.7,3.2,,West
137,138,Trent Forrest,Guard,24,ATL,12,2,13.9,1.4,3.2,0.447,0.0,0.2,0.0,1.4,3.0,0.472,0.447,0.2,0.3,0.667,0.4,1.2,1.6,1.8,0.5,0.2,0.5,0.9,3.0,,East
138,139,Michael Foster Jr.,Frontcourt,20,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,East
142,143,Wenyen Gabriel,Frontcourt,25,LAL,20,2,13.6,2.0,3.4,0.597,0.2,0.7,0.308,1.8,2.7,0.667,0.627,0.9,1.1,0.818,1.3,2.4,3.7,0.7,0.6,0.5,0.7,1.8,5.1,,West
143,144,Daniel Gafford,Frontcourt,24,WAS,29,0,14.2,2.5,3.5,0.723,0.0,0.0,,2.5,3.5,0.723,0.723,1.1,2.0,0.579,1.6,2.8,4.3,0.5,0.3,1.1,0.9,1.7,6.2,,East
145,146,Usman Garuba,Frontcourt,20,HOU,25,1,14.8,1.3,2.4,0.541,0.3,0.5,0.538,1.0,1.9,0.542,0.598,0.6,1.0,0.583,1.6,3.1,4.8,1.0,0.9,0.7,0.8,1.8,3.5,,West
146,147,Luka Garza,Frontcourt,24,MIN,4,0,3.0,0.5,1.3,0.4,0.0,0.5,0.0,0.5,0.8,0.667,0.4,0.5,0.5,1.0,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.3,1.5,,West
149,150,Taj Gibson,Frontcourt,37,WAS,17,1,7.2,0.9,2.2,0.432,0.2,0.6,0.273,0.8,1.5,0.5,0.473,0.6,0.8,0.786,0.5,0.9,1.4,0.4,0.4,0.2,0.4,1.4,2.7,,East
152,153,Anthony Gill,Frontcourt,30,WAS,25,4,11.3,1.2,2.1,0.566,0.1,0.6,0.143,1.1,1.6,0.718,0.585,0.5,0.6,0.867,0.6,1.0,1.6,0.5,0.2,0.2,0.2,1.4,3.0,,East
159,160,A.J. Green,Guard,23,MIL,10,0,5.1,0.8,1.6,0.5,0.6,1.3,0.462,0.2,0.3,0.667,0.688,0.3,0.3,1.0,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.8,2.5,,East
171,172,Jordan Hall,Frontcourt,21,SAS,9,0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,,West
175,176,Jaden Hardy,Guard,20,DAL,7,0,6.4,1.6,4.3,0.367,0.1,1.3,0.111,1.4,3.0,0.476,0.383,1.0,1.0,1.0,0.0,0.7,0.7,0.3,0.1,0.1,0.4,1.0,4.3,,West
176,177,Ron Harper Jr.,Frontcourt,22,TOR,2,0,4.0,1.0,2.0,0.5,1.0,1.5,0.667,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.0,,East
177,178,Montrezl Harrell,Frontcourt,29,PHI,23,5,11.7,1.7,3.1,0.535,0.0,0.0,,1.7,3.1,0.535,0.535,1.6,2.2,0.72,1.0,1.9,2.9,0.7,0.2,0.4,0.6,1.2,4.9,,East
180,181,Kevon Harris,Guard,25,ORL,21,0,12.0,1.1,3.0,0.375,0.4,1.0,0.364,0.8,2.0,0.381,0.438,1.0,1.2,0.846,1.0,1.1,2.1,0.5,0.4,0.0,0.7,1.2,3.7,,East
184,185,Udonis Haslem,Frontcourt,42,MIA,4,0,6.0,0.3,1.5,0.167,0.0,0.3,0.0,0.3,1.3,0.2,0.167,0.3,0.5,0.5,0.5,0.5,1.0,0.0,0.3,0.3,0.0,1.0,0.8,,East
186,187,Jaxson Hayes,Frontcourt,22,NOP,10,0,7.3,0.3,1.7,0.176,0.0,0.9,0.0,0.3,0.8,0.375,0.176,0.4,0.7,0.571,0.3,1.4,1.7,0.5,0.3,0.1,0.4,0.6,1.0,,West
190,191,Willy Hernangómez,Frontcourt,28,NOP,12,0,8.8,1.7,3.3,0.5,0.1,0.4,0.2,1.6,2.9,0.543,0.513,1.7,2.0,0.833,1.3,2.2,3.4,0.6,0.3,0.2,1.0,0.8,5.1,,West
