,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,All-Star Probability,Conference
195,196,Malcolm Hill,Frontcourt,27,CHI,3,0,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,East
199,200,Richaun Holmes,Frontcourt,29,SAC,15,0,9.1,1.4,2.1,0.677,0.1,0.2,0.667,1.3,1.9,0.679,0.71,0.3,0.4,0.667,0.6,1.3,1.9,0.0,0.1,0.1,0.3,1.4,3.2,,West
204,205,Trevor Hudgins,Guard,23,HOU,1,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,West
208,209,Serge Ibaka,Frontcourt,33,MIL,14,0,11.4,1.6,3.1,0.523,0.4,1.0,0.429,1.2,2.1,0.567,0.591,0.6,0.9,0.615,0.9,2.0,2.9,0.3,0.0,0.4,0.6,1.4,4.3,,East
214,215,Justin Jackson,Frontcourt,27,BOS,12,0,5.2,0.2,1.1,0.154,0.2,0.9,0.182,0.0,0.2,0.0,0.231,0.0,0.0,,0.0,0.6,0.6,0.3,0.2,0.2,0.1,0.3,0.5,,East
217,218,Ty Jerome,Guard,25,GSW,13,1,14.4,1.7,3.3,0.512,0.5,1.5,0.35,1.2,1.8,0.652,0.593,0.9,0.9,1.0,0.1,1.0,1.1,1.7,0.1,0.1,0.4,1.2,4.8,,West
218,219,Isaiah Joe,Guard,23,OKC,21,0,10.3,1.9,4.0,0.464,1.5,3.4,0.444,0.3,0.6,0.583,0.655,0.6,0.7,0.867,0.1,1.7,1.9,1.0,0.5,0.1,0.5,1.0,5.9,,West
219,220,Alize Johnson,Frontcourt,26,SAS,4,0,7.5,0.8,1.5,0.5,0.0,0.5,0.0,0.8,1.0,0.75,0.5,0.3,0.5,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,,West
222,223,James Johnson,Frontcourt,35,IND,7,0,8.9,0.9,2.3,0.375,0.1,1.0,0.143,0.7,1.3,0.556,0.406,0.0,0.0,,0.0,1.1,1.1,0.7,0.1,0.3,0.3,2.3,1.9,,East
224,225,Keon Johnson,Guard,20,POR,9,0,12.9,2.0,5.6,0.36,1.1,3.0,0.37,0.9,2.6,0.348,0.46,0.2,0.7,0.333,0.3,1.4,1.8,1.2,0.6,0.2,1.8,1.1,5.3,,West
225,226,Stanley Johnson,Frontcourt,26,SAS,1,0,4.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,,West
227,228,Damian Jones,Frontcourt,27,LAL,13,1,9.2,1.1,2.0,0.538,0.0,0.1,0.0,1.1,1.9,0.56,0.538,0.8,1.1,0.786,1.2,1.9,3.1,0.3,0.1,0.5,0.5,0.8,3.0,,West
228,229,Derrick Jones Jr.,Frontcourt,25,CHI,22,0,13.7,1.9,3.8,0.488,0.4,1.2,0.333,1.5,2.6,0.561,0.542,1.3,1.6,0.829,1.0,1.3,2.3,0.5,0.5,0.7,0.4,1.3,5.5,,East
230,231,Kai Jones,Frontcourt,22,CHO,19,0,10.4,1.2,2.6,0.469,0.2,0.6,0.273,1.1,2.0,0.526,0.5,0.4,0.5,0.7,0.9,1.3,2.2,0.3,0.2,0.5,0.4,1.4,2.9,,East
236,237,Mfiondu Kabengele,Frontcourt,25,BOS,1,0,8.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,,East
237,238,Frank Kaminsky,Frontcourt,29,ATL,12,0,7.3,0.9,1.8,0.524,0.5,1.1,0.462,0.4,0.7,0.625,0.667,0.5,0.5,1.0,0.1,1.3,1.3,0.8,0.1,0.0,0.3,0.9,2.8,,East
238,239,Trevor Keels,Guard,19,NYK,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,East
241,242,Braxton Key,Frontcourt,25,DET,3,0,3.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,,East
244,245,Nathan Knight,Frontcourt,25,MIN,11,0,2.8,0.5,0.6,0.714,0.0,0.1,0.0,0.5,0.5,0.833,0.714,0.3,0.5,0.6,0.0,0.6,0.6,0.0,0.3,0.0,0.3,0.2,1.2,,West
245,246,Kevin Knox,Frontcourt,23,DET,23,0,13.9,2.0,4.3,0.47,1.1,2.9,0.379,1.0,1.5,0.647,0.595,0.7,0.8,0.789,0.5,1.8,2.3,0.4,0.3,0.4,0.5,1.8,5.8,,East
248,249,Furkan Korkmaz,Guard,25,PHI,16,0,12.5,1.5,3.9,0.387,0.6,1.9,0.333,0.9,2.0,0.438,0.468,1.1,1.6,0.72,0.3,1.2,1.4,0.9,0.3,0.1,0.8,0.5,4.8,,East
249,250,Luke Kornet,Frontcourt,27,BOS,24,0,14.0,2.0,2.8,0.701,0.1,0.3,0.333,1.9,2.5,0.738,0.716,0.6,0.8,0.833,1.3,2.3,3.6,0.8,0.2,1.0,0.5,1.6,4.6,,East
250,251,Vit Krejci,Guard,22,ATL,13,0,7.3,0.7,1.8,0.391,0.4,1.2,0.333,0.3,0.6,0.5,0.5,0.1,0.2,0.5,0.2,0.6,0.8,0.8,0.2,0.1,0.2,0.8,1.8,,East
254,255,Jock Landale,Frontcourt,27,PHO,25,0,13.0,2.5,4.7,0.53,0.2,1.3,0.156,2.3,3.4,0.671,0.551,1.2,1.5,0.784,1.5,2.0,3.5,0.7,0.2,0.7,0.8,1.9,6.3,,West
258,259,A.J. Lawson,Guard,22,MIN,1,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,West
260,261,Saben Lee,Guard,23,PHI,2,0,5.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,,East
261,262,Alex Len,Frontcourt,29,SAC,8,0,3.1,0.6,1.1,0.556,0.0,0.0,,0.6,1.1,0.556,0.556,0.1,0.3,0.5,0.4,0.8,1.1,0.3,0.0,0.0,0.0,0.4,1.4,,West
264,265,Kira Lewis Jr.,Guard,21,NOP,1,0,6.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,,West
268,269,Kenneth Lofton Jr.,Frontcourt,20,MEM,5,0,4.6,1.4,2.8,0.5,0.0,0.2,0.0,1.4,2.6,0.538,0.5,0.2,0.6,0.333,0.2,0.6,0.8,0.8,0.0,0.0,0.2,0.6,3.0,,West
271,272,Robin Lopez,Frontcourt,34,CLE,20,1,9.0,1.4,2.1,0.659,0.0,0.0,,1.4,2.1,0.659,0.659,0.5,0.6,0.75,0.9,0.6,1.4,0.5,0.1,0.2,0.7,1.2,3.2,,East
274,275,Trey Lyles,Frontcourt,27,SAC,22,0,13.8,2.0,4.9,0.398,1.1,3.2,0.338,0.9,1.7,0.514,0.509,0.8,1.0,0.739,1.0,1.9,2.9,0.7,0.3,0.3,0.9,1.1,5.8,,West
276,277,Sandro Mamukelashvili,Frontcourt,23,MIL,12,0,7.5,0.9,2.4,0.379,0.3,1.3,0.267,0.6,1.2,0.5,0.448,0.4,0.8,0.5,0.4,1.5,1.9,0.3,0.1,0.2,0.3,0.7,2.6,,East
279,280,Boban Marjanović,Frontcourt,34,HOU,8,0,3.8,0.8,1.3,0.6,0.0,0.1,0.0,0.8,1.1,0.667,0.6,0.6,0.9,0.714,0.1,0.8,0.9,0.1,0.1,0.1,0.3,0.1,2.1,,West
283,284,Cody Martin,Frontcourt,27,CHO,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,East
285,286,Tyrese Martin,Guard,23,ATL,8,0,4.1,0.5,1.6,0.308,0.1,0.6,0.2,0.4,1.0,0.375,0.346,0.0,0.0,,0.3,0.3,0.5,0.0,0.1,0.0,0.0,0.1,1.1,,East
286,287,Garrison Mathews,Guard,26,HOU,23,0,13.6,1.4,3.7,0.381,1.3,3.4,0.367,0.1,0.2,0.6,0.554,1.2,1.3,0.931,0.2,1.0,1.3,0.4,0.5,0.1,0.3,1.4,5.2,,West
290,291,Miles McBride,Guard,22,NYK,16,0,10.4,1.1,2.9,0.362,0.4,1.8,0.25,0.6,1.2,0.526,0.436,0.3,0.5,0.5,0.2,0.4,0.6,1.6,0.6,0.0,0.4,1.0,2.8,,East
296,297,JaVale McGee,Frontcourt,35,DAL,17,7,9.3,2.1,3.3,0.625,0.1,0.2,0.333,2.0,3.1,0.642,0.634,0.7,1.3,0.545,0.7,1.9,2.6,0.2,0.2,0.5,0.9,1.3,4.9,,West
298,299,Rodney McGruder,Guard,31,DET,9,2,9.2,0.6,2.4,0.227,0.3,1.8,0.188,0.2,0.7,0.333,0.295,0.4,0.4,1.0,0.7,1.1,1.8,0.8,0.0,0.0,0.3,0.3,1.9,,East
301,302,Chimezie Metu,Frontcourt,25,SAC,23,0,11.8,2.3,3.7,0.605,0.2,0.9,0.238,2.0,2.8,0.723,0.634,0.7,0.9,0.8,0.7,2.6,3.2,0.7,0.3,0.2,0.7,1.2,5.4,,West
303,304,Patty Mills,Guard,34,BRK,21,1,12.0,1.9,4.3,0.44,1.1,3.0,0.381,0.8,1.3,0.571,0.571,0.5,0.6,0.917,0.2,0.8,1.0,1.3,0.2,0.0,0.4,0.5,5.5,,East
305,306,Josh Minott,Frontcourt,20,MIN,3,0,3.7,0.7,1.0,0.667,0.0,0.0,,0.7,1.0,0.667,0.667,1.3,1.3,1.0,0.7,0.3,1.0,0.7,0.3,0.3,0.0,0.3,2.7,,West
309,310,Isaiah Mobley,Frontcourt,23,CLE,8,0,3.3,0.5,1.0,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0.0,0.0,,0.1,1.3,1.4,0.0,0.1,0.0,0.0,0.3,1.1,,East
310,311,Chima Moneke,Frontcourt,27,SAC,2,0,4.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,,West
312,313,Moses Moody,Guard,20,GSW,24,1,14.8,1.7,3.8,0.444,0.9,2.4,0.386,0.8,1.4,0.545,0.567,0.8,1.0,0.826,0.3,1.5,1.8,0.8,0.3,0.2,0.9,0.9,5.0,,West
313,314,Wendell Moore Jr.,Guard,21,MIN,11,2,7.1,0.9,1.9,0.476,0.2,0.9,0.2,0.7,1.0,0.727,0.524,0.4,0.5,0.8,0.1,0.8,0.9,0.5,0.4,0.2,0.5,0.7,2.4,,West
316,317,Markieff Morris,Frontcourt,33,BRK,17,1,11.6,1.4,3.2,0.418,0.9,2.1,0.457,0.4,1.2,0.35,0.564,0.4,0.4,1.0,0.5,2.0,2.5,1.0,0.4,0.2,0.6,1.2,4.0,,East
322,323,Mike Muscala,Frontcourt,31,OKC,18,1,12.4,1.9,4.2,0.453,0.9,2.8,0.34,0.9,1.4,0.68,0.567,0.7,0.9,0.75,0.4,2.8,3.2,0.8,0.1,0.4,0.4,1.6,5.4,,West
323,324,Svi Mykhailiuk,Frontcourt,25,NYK,9,0,3.2,0.6,1.0,0.556,0.6,0.8,0.714,0.0,0.2,0.0,0.833,0.1,0.3,0.333,0.0,0.7,0.7,0.0,0.0,0.0,0.2,0.1,1.8,,East
327,328,Raul Neto,Guard,30,CLE,19,0,8.9,1.0,2.2,0.463,0.3,0.9,0.294,0.7,1.3,0.583,0.524,0.5,0.6,0.833,0.1,0.7,0.8,1.2,0.4,0.0,0.3,0.6,2.8,,East
330,331,Zeke Nnaji,Frontcourt,22,DEN,19,0,9.6,1.7,2.9,0.589,0.2,0.7,0.214,1.6,2.2,0.714,0.616,0.5,0.6,0.833,0.9,0.5,1.4,0.2,0.2,0.2,0.5,1.4,4.2,,West
331,332,Nerlens Noel,Frontcourt,28,DET,6,0,10.3,0.7,2.2,0.308,0.0,0.0,,0.7,2.2,0.308,0.308,0.5,0.7,0.75,0.5,2.7,3.2,0.5,0.8,0.3,0.5,1.5,1.8,,East
333,334,Frank Ntilikina,Guard,24,DAL,10,0,9.4,0.5,2.4,0.208,0.2,1.3,0.154,0.3,1.1,0.273,0.25,0.3,0.4,0.75,0.2,1.3,1.5,1.2,0.3,0.2,0.3,1.2,1.5,,West
334,335,Kendrick Nunn,Guard,27,LAL,23,2,12.6,2.0,5.7,0.359,0.8,2.8,0.277,1.3,2.9,0.439,0.427,0.4,0.5,0.909,0.0,1.2,1.2,1.1,0.2,0.0,1.1,0.9,5.3,,West
339,340,Josh Okogie,Guard,24,PHO,24,0,9.5,1.3,3.2,0.395,0.4,1.5,0.257,0.9,1.7,0.512,0.454,0.9,1.2,0.724,1.0,1.4,2.4,0.9,0.6,0.4,0.6,1.3,3.8,,West
342,343,KZ Okpala,Frontcourt,23,SAC,18,3,8.6,0.7,1.4,0.48,0.2,0.6,0.364,0.4,0.8,0.571,0.56,0.3,0.3,1.0,0.3,1.0,1.3,0.5,0.2,0.2,0.2,1.3,1.9,,West
345,346,Eugene Omoruyi,Frontcourt,25,OKC,11,0,12.6,2.1,4.5,0.469,0.6,1.8,0.35,1.5,2.6,0.552,0.541,0.6,1.0,0.636,0.8,1.2,2.0,0.5,0.7,0.0,0.6,2.5,5.5,,West
350,351,Theo Pinson,Guard,27,DAL,9,0,3.3,0.1,0.6,0.2,0.0,0.4,0.0,0.1,0.1,1.0,0.2,0.4,0.4,1.0,0.0,0.8,0.8,0.2,0.1,0.0,0.1,0.1,0.7,,West
351,352,Scotty Pippen Jr.,Guard,22,LAL,2,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.5,,West
361,362,Micah Potter,Frontcourt,24,UTA,2,0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,2.0,,West
364,365,Jason Preston,Guard,23,LAC,4,0,6.8,1.5,3.3,0.462,0.5,1.8,0.286,1.0,1.5,0.667,0.538,0.0,0.5,0.0,0.3,0.5,0.8,1.3,0.0,0.0,0.5,0.5,3.5,,West
367,368,Payton Pritchard,Guard,25,BOS,17,0,11.5,1.8,4.5,0.403,0.9,2.6,0.356,0.9,1.9,0.469,0.506,0.4,0.6,0.7,0.6,0.9,1.5,1.2,0.4,0.1,0.8,0.4,5.0,,East
368,369,Trevelin Queen,Guard,25,IND,2,0,10.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5,1.0,1.5,1.0,0.5,0.5,1.5,0.5,0.0,,East
369,370,Neemias Queta,Frontcourt,23,SAC,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,West
374,375,Davon Reed,Guard,27,DEN,19,1,10.6,0.8,2.8,0.302,0.6,1.6,0.367,0.3,1.2,0.217,0.406,0.4,0.5,0.8,0.2,1.3,1.5,0.5,0.3,0.1,0.6,1.1,2.7,,West
375,376,Paul Reed,Frontcourt,23,PHI,24,0,11.1,1.3,2.5,0.542,0.0,0.1,0.0,1.3,2.3,0.571,0.542,0.3,0.5,0.667,1.3,2.3,3.6,0.5,0.9,0.7,0.7,2.3,3.0,,East
376,377,Naz Reid,Frontcourt,23,MIN,22,0,14.9,3.4,6.3,0.532,0.7,2.2,0.313,2.7,4.1,0.648,0.586,1.1,1.6,0.686,0.8,3.0,3.8,0.7,0.3,0.9,1.0,2.2,8.5,,West
384,385,Isaiah Roby,Frontcourt,24,SAS,23,1,12.8,1.9,4.1,0.453,0.6,1.7,0.35,1.3,2.4,0.527,0.526,0.4,1.0,0.435,0.5,2.3,2.8,1.3,0.5,0.3,0.7,1.3,4.8,,West
386,387,Ryan Rollins,Guard,20,GSW,7,0,6.1,0.7,2.1,0.333,0.4,1.1,0.375,0.3,1.0,0.286,0.433,0.3,0.3,1.0,0.1,0.9,1.0,0.4,0.0,0.0,1.7,1.3,2.1,,West
387,388,Derrick Rose,Guard,34,NYK,21,0,13.6,2.6,6.4,0.4,0.8,2.3,0.347,1.8,4.1,0.43,0.463,0.5,0.5,1.0,0.4,1.4,1.8,2.0,0.3,0.2,0.8,0.7,6.4,,East
391,392,Matt Ryan,Frontcourt,25,TOT,14,0,9.7,1.1,3.6,0.314,1.0,2.6,0.378,0.1,1.0,0.143,0.451,0.3,0.4,0.8,0.1,0.9,1.0,0.3,0.2,0.0,0.2,1.0,3.6,,East
392,392,Matt Ryan,Frontcourt,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,,West
393,392,Matt Ryan,Frontcourt,25,MIN,2,0,3.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,,West
395,394,Dario Šarić,Frontcourt,28,PHO,14,3,12.0,1.4,3.9,0.345,0.6,1.8,0.32,0.8,2.1,0.367,0.418,0.5,0.6,0.778,1.1,2.3,3.4,1.1,0.2,0.1,0.6,1.6,3.8,,West
396,395,Jordan Schakel,Frontcourt,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,,East
397,396,Admiral Schofield,Frontcourt,25,ORL,18,0,12.3,1.5,3.4,0.443,0.7,2.0,0.333,0.8,1.4,0.6,0.541,0.4,0.4,1.0,0.8,0.8,1.6,0.7,0.2,0.1,0.2,2.0,4.1,,East
399,398,Dereon Seabron,Guard,22,NOP,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West
403,402,Day'Ron Sharpe,Frontcourt,21,BRK,17,1,8.9,1.4,2.6,0.511,0.2,0.2,0.75,1.2,2.4,0.488,0.544,0.7,1.0,0.706,1.3,2.1,3.4,0.6,0.2,0.6,0.7,1.8,3.6,,East
407,406,Marko Simonovic,Frontcourt,23,CHI,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,East
409,408,Jericho Sims,Frontcourt,24,NYK,20,2,12.6,1.8,2.4,0.766,0.0,0.0,,1.8,2.4,0.766,0.766,0.4,0.5,0.8,1.8,2.4,4.2,0.4,0.3,0.8,0.4,1.8,4.0,,East
412,411,Dru Smith,Guard,25,MIA,5,1,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,,East
413,412,Ish Smith,Guard,34,DEN,11,0,11.1,1.5,3.9,0.395,0.2,0.5,0.333,1.4,3.4,0.405,0.419,0.1,0.2,0.5,0.1,1.1,1.2,2.3,0.3,0.5,1.2,0.8,3.4,,West
417,416,Jaden Springer,Guard,20,PHI,4,0,2.8,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.3,0.5,0.5,0.3,0.5,0.8,0.0,0.0,0.5,0.3,0.5,1.3,,East
423,422,Cole Swider,Frontcourt,23,LAL,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,West
426,425,Terry Taylor,Guard,23,IND,16,2,8.0,0.7,1.9,0.355,0.1,0.6,0.2,0.6,1.3,0.429,0.387,0.3,0.3,0.8,0.6,0.8,1.4,0.4,0.1,0.3,0.3,0.8,1.8,,East
427,426,Garrett Temple,Guard,36,NOP,10,0,7.6,1.0,2.3,0.435,0.6,1.4,0.429,0.4,0.9,0.444,0.565,0.3,0.4,0.75,0.2,0.6,0.8,0.4,0.6,0.1,0.3,0.6,2.9,,West
428,427,Dalen Terry,Guard,20,CHI,11,0,3.3,0.4,1.1,0.333,0.1,0.4,0.25,0.3,0.7,0.375,0.375,0.3,0.4,0.75,0.0,0.2,0.2,0.6,0.1,0.2,0.4,0.3,1.1,,East
431,430,JT Thor,Frontcourt,20,CHO,17,0,9.4,0.7,2.3,0.308,0.2,1.2,0.19,0.5,1.1,0.444,0.359,0.4,0.5,0.778,0.5,1.3,1.8,0.5,0.2,0.3,0.6,0.6,2.1,,East
432,431,Matisse Thybulle,Guard,25,PHI,23,4,12.0,0.9,2.3,0.396,0.4,1.3,0.3,0.5,1.0,0.522,0.481,0.1,0.3,0.5,0.3,0.9,1.2,0.4,0.8,0.2,0.2,1.4,2.3,,East
433,432,Xavier Tillman Sr.,Frontcourt,24,MEM,14,0,10.7,1.6,2.8,0.564,0.1,0.4,0.333,1.4,2.4,0.606,0.59,0.3,0.9,0.333,1.2,1.3,2.5,0.6,0.4,0.4,0.5,1.1,3.6,,West
434,433,Isaiah Todd,Frontcourt,21,WAS,4,0,3.3,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,East
436,435,Juan Toscano-Anderson,Frontcourt,29,LAL,14,1,10.4,0.9,2.0,0.429,0.1,0.8,0.182,0.7,1.2,0.588,0.464,0.4,0.5,0.714,0.1,1.7,1.8,0.6,0.2,0.2,0.6,1.4,2.2,,West
446,445,Noah Vonleh,Frontcourt,27,BOS,19,1,8.4,0.6,1.3,0.458,0.1,0.2,0.25,0.5,1.1,0.5,0.479,0.1,0.1,1.0,0.9,1.5,2.4,0.3,0.1,0.4,0.6,1.8,1.3,,East
451,450,Ish Wainright,Frontcourt,28,PHO,11,1,12.5,1.2,2.6,0.448,1.1,2.3,0.48,0.1,0.4,0.25,0.655,0.2,0.3,0.667,0.8,1.0,1.8,1.0,0.5,0.2,0.3,1.5,3.6,,West
452,451,Jabari Walker,Frontcourt,20,POR,15,0,7.7,0.8,1.9,0.429,0.2,0.7,0.3,0.6,1.2,0.5,0.482,0.3,0.4,0.667,0.5,1.5,1.9,0.6,0.1,0.1,0.3,0.9,2.1,,West
457,456,Duane Washington Jr.,Guard,22,PHO,15,0,9.0,1.9,5.1,0.377,0.7,2.6,0.282,1.2,2.5,0.474,0.448,0.0,0.1,0.0,0.0,0.6,0.6,0.7,0.1,0.1,0.6,0.5,4.6,,West
459,458,TyTy Washington Jr.,Guard,21,HOU,2,0,4.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,,West
461,460,Lindy Waters III,Guard,25,OKC,5,0,13.8,1.6,4.6,0.348,1.4,4.4,0.318,0.2,0.2,1.0,0.5,0.0,0.0,,0.4,1.6,2.0,0.4,0.6,0.0,0.0,1.0,4.6,,West
463,462,Peyton Watson,Guard,20,DEN,6,0,2.5,0.5,1.5,0.333,0.0,0.2,0.0,0.5,1.3,0.375,0.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0,,West
464,463,Blake Wesley,Guard,19,SAS,2,0,11.5,3.0,4.5,0.667,1.0,1.5,0.667,2.0,3.0,0.667,0.778,1.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0,,West
468,467,Jack White,Frontcourt,25,DEN,8,0,3.3,0.1,0.8,0.167,0.0,0.3,0.0,0.1,0.5,0.25,0.167,0.0,0.0,,0.3,0.4,0.6,0.0,0.1,0.3,0.0,0.5,0.3,,West
471,470,Alondes Williams,Guard,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,East
474,473,Jaylin Williams,Frontcourt,20,OKC,6,0,7.7,0.8,2.3,0.357,0.0,0.5,0.0,0.8,1.8,0.455,0.357,0.7,1.0,0.667,1.0,1.0,2.0,0.8,0.3,0.0,0.3,1.2,2.3,,West
476,475,Mark Williams,Frontcourt,21,CHO,3,0,4.3,1.3,2.3,0.571,0.0,0.0,,1.3,2.3,0.571,0.571,1.0,1.0,1.0,1.3,1.3,2.7,0.0,0.0,0.0,0.7,1.0,3.7,,East
478,477,Vince Williams Jr.,Guard,22,MEM,6,0,6.7,0.5,1.8,0.273,0.2,1.3,0.125,0.3,0.5,0.667,0.318,0.0,0.0,,0.2,0.7,0.8,0.3,0.7,0.2,0.0,0.8,1.2,,West
482,481,James Wiseman,Frontcourt,21,GSW,12,0,12.7,2.6,4.4,0.585,0.0,0.0,,2.6,4.4,0.585,0.585,1.3,2.1,0.64,1.0,2.7,3.7,0.9,0.1,0.3,0.7,2.2,6.5,,West
485,484,McKinley Wright IV,Guard,24,DAL,2,0,4.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.333,0.25,0.0,0.0,,1.0,0.5,1.5,1.5,0.5,0.0,0.0,0.0,1.0,,West
